(Internal) id;(Source) id;Title;Authors;Publication type;Abstract;Abstract Screening Phase;Full-text screening phase;Reason of exclusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445738;pi431;Language;Klineberg O;Book Chapter;"There are several theories of the origin of language, but they account for the particular sounds used rather than for the phenomenon of communication. The suggestion that the first language was a language of gestures conflicts with the fact that vocal expression occurs in animals below man. The experimental evidence for phonetic symbolism supports the theory that onomatopoeia may account for some of the actual sounds used in spoken language. More important is the demonstration of a relationship between language and thought; the forms of language determine certain modes of observation and interpretation. This may be seen not only in the animistic thinking of young children, but also in the complex speculations of philosophers. The content of a vocabulary reflects the interests of the corresponding culture, but does not justify any conclusions as to the intellectual capacity of a people. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22444926;pi432;Development of instincts--The expressive instinct;Kirkpatrick E A;Book Chapter;This instinct belongs with the resultant and miscellaneous group because it owes its origin to various other instincts. Expression is a means of frightening enemies, and communicating with friends regarding food and danger, consequently it has been developed in the attainment of individual, parental, and social ends. In the lowest animals, expression, so far as there is any, is accomplished by means of feelers or antennae (notably in the case of ants), but in higher animals the chief means used are sounds. Most mammals and birds have from two or three to a dozen different calls which are appropriately responded to by others of their species. In man, the expressive instinct reaches its highest development because of his social nature and the perfectness of his vocal organs, and also because of the complexity of the mental states to be expressed. Instinctive emotional expression and expressive gestures are so effective that savages, without a word of artificial language in common, can communicate more accurately than any of the lower animals. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22444964;pi433;Relation of tone and gesture to words;Romanes G J;Book Chapter;"We have already seen that spoken language differs from the language of tone and gesture in being, as a system of signs, more purely conventional. This means that for semiotic purposes articulation is a higher product of mental evolution than either gesticulation or intonation. It also means that as an instrument of such evolution articulate speech is more efficient. The latter point is an important one, so I shall proceed to deal with it at some length. As noticed in a previous chapter, our system of coinage, bank-notes, and bills of sale is a more convenient system of signifying value of labour or of property, than is the more primitive and less conventional system of actually exchanging the labour or bartering the property; and our system of arithmetic is similarly more convenient for the purpose of calculation than is the more natural system of counting on the fingers. But not only are these more conventional systems more convenient; they are likewise conducive to a higher development of business transactions on the one hand, and of calculation on the other. In the absence of such an improved system of signs, it would be impossible to conduct as many or such intricate transactions and calculations as we do conduct. Similarly with speech as distinguished from gesture. Words, like gestures, are signs of thoughts and feelings; but in being more conventional they are more pure as signs, and so admit of being wrought up into a much more convenient or efficient system, while at the same time they become more constructive in their influence upon ideation. The great superiority of words over gestures in both these respects may most easily be shown by the use of a few examples. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445390;pi434;Some prelinguistic aspects of language development;Call J D;Journal Article;Discusses prelinguistic aspects of language development in relation to the evolution of language function. The newborn infant engages and terminates visual, kinesthetic, oral, and sound reciprocity with the mother, thus providing the infant with a significant measure of control over reciprocal exchanges. The social smile, modulations thereof, and the face itself become organizers of meaningful vocalization, a focal point around which phonemes emerge from the mutuality of the mother�infant relationship. The evolution and meaning of the pointing gesture as it relates to language functioning and stages of separation�individuation are discussed. It is suggested that the child's capacity to evaluate the context of utterances in relation to dynamically integrated facial�vocal configurations with familiar caretakers provides the basis for the development of semantics and syntax in later language functioning. (3 p ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445231;pi435;The transformation of sensorimotor morphemes into words: A case study of the development of 'more' and 'mine';Carter A L;Journal Article;Describes an evolving segment of communication during the course of transition of 1 child's total communication system from the sensorimotor or gestural level at 12 mo into the level of use of the adult words more and mine, and their associated multimorphemic utterances, at 24 mo. The descriptive analysis is based on detailed narrative records of the child's vocal and gestural communication, abstracted from videotape recordings of his behavior in 10 play sessions which included the presence of the mother, peers, other adults, and play materials. Results provide a case study of the evolutionary processes leading up to the acquisition of words and eventually sentences, illustrating the texture of one of the earliest developmental sequences. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Included;Included;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445320;pi436;Mental evolution and the social medium;Maudsley H;Book Chapter;"In the progress of social evolution new starts or variations occur, just as organic starts occur, and they are in like manner the results of new combinations between the conditions immanent in the individual and the coincident apt conditions of the social medium--the intrinsic and the influent conditions. Already have we seen how an individual develops a variation when he takes the tone of manner and feeling and thought of a particular sect of society in which he lives. That the social medium has been created for man by humanity, as the blood is formed by the tissues for the organism, is a fact which we cannot keep too clearly in mind when we are considering its character and influence. As soon as he enters it, he finds himself surrounded with the fruits of the long travail of humanity in the most easily assimilable forms: a language that embodies its social evolution; all the various appliances of the arts and sciences that have been tediously acquired in the succession of ages; commerce and its complicated monetary means for the interchange of commodities; the surface of the earth as it has been laboriously adapted lo his uses by countless generations of mankind; human beings of his own kind, each of whom has implicit in his nature the experiences of the race from its beginning, and so appeals, as well by the silent eloquence of look and gesture as by the articulate word, to the like implicit contents of his nature. (PsycINFO Database Record (c) 2019 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445640;pi437;Wundt e il linguaggio dei gesti;Poggi I;Journal Article;In a chapter from V�lkerpsychologie, W. Wundt (1900) analyzed the language of gestures used among North American Indians, Neapolitans, Cistercian Monks, and deaf individuals. He then proposed a typology of gestures in terms of the relationship between gestures and their meanings. The present author reviews Wundt's ideas concerning gestures and compares them with recent works on the language of gesture and on American Sign Language. Some issues that are not clear in Wundt's work are discussed, e.g., word order in gestural sentences, iconicity and arbitrariness, and the origin of gestures from the expression of emotions. (24 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Not in english;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22444893;pi438;The emotions and conduct;Jastrow J;Book Chapter;"The author begins this chapter with a discussion of the emotions as sources of human quality, noting organic conditioning and the variety of expression. Emotions like irritability, anger, indignation, and lament are all examined, as are their functional service, and their points of inlet, central diffusion, and outlet in primary situations. The author then describes emotion as a spur to meet urgent situations, as the zest of experience, and as motive to conduct. The relation of emotions and sensibilities is noted. The author then describes the motor aspect of emotions and emotional regulation, particularly in regard to sex and food situations--what he calls the luxurious sensibilities and esthetic emotion--before he analyzes the intellectual expansion. After examining the primary emotions, the author analyzes fear as a primitive emotion. The expression of emotion is described, including facial and related miens and expression as incipient response, and the attitudes, situations, direction, and stages of emotional expression. Illustrations from animal responses are provided to illuminate the author's point. From this starting point, the author discusses the complexity of human emotion, the refinement of emotion and of its expression, facial language and its principles, mien and gesture, and the varied sources of facial expression. Also described are specialized expressions, differentiation and transfer, and natural and acquired expression, such as manner and restraint. The author then discusses emotion and its object, the role of instinct, and the complication and interplay of the emotions, such as attention interest and curiosity. The flexibility and evolution of emotions are then examined, in both presentative and representative stages. The emotional movement from pain to grief is analyzed, as is the intellectualization of emotions. Special bearings of the principle of transfer are discussed, including transfer in expression, emotional congeniality in transfer, and the evidence of language; gregariousness and sociability are used as examples. The author concludes by reiterating that emotion is central in human quality, again describing its sources and persistence. (PsycINFO Database Record (c) 2019 APA, all rights reserved)";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445678;pi439;On talking or the communication of ideas and feelings by means of mainly audible symbols;Stein L;Journal Article;Sounds (clicks) made by babies are made by repetition of elements of the act of sucking. Babbles'� are not labels or pointers but merely gestures expressive of pleasure.' Language, even when used denotatively, retains its expressive quality. The evolution of the pronoun I shows that the use of the word parallels the development of the ego. In human and individual history, inhibition of the fundamental meaning of language occurs. Expression and engendering of archaic imagery are often frustrated when 'pure' verbal constructs are employed. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445225;pi440;Young children's coordination of gestural and linguistic reference;"Tomasello M; Anselmi D; Farrar M J";Journal Article;Investigated the relationship between young children's linguistic and nonlinguistic communicative strategies. 23 children, 20�44 mo of age, served as Ss. In a naturalistic setting, an adult gave signs of noncomprehension (a contingent query) to each of the S's object references. The S's original linguistic reference and use of gestures were recorded and compared to his/her subsequent linguistic and gestural responses to the adult query. Results show that the Ss used gestures more often with pronouns than with nouns. Results imply that 2�3 yr old children are aware of the communicative principle that pronouns need gestures more than nouns and that the children are capable of coordinating their linguistic and nonlinguistic communicative strategies. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Included;Excluded;Not about language evolution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445769;pi441;A cross-cultural study of the communication of extra-verbal meaning by gestures;"Graham J A; Argyle M";Journal Article;"Conducted a study with 24 English and 24 Italian male college students. One member of each 4-member same-culture group was randomly assigned to be the encoder, the others to act as decoders. Encoders were asked to communicate 2-dimensional shapes to decoders, with and without the use of hand gestures, for materials of high and low verbal codability. Decoders drew what they thought the shapes were, and these were rated by English and Italian judges, for similarity to the originals. Higher accuracy scores were obtained by both the English and the Italians, when gestures were allowed, for materials of both high and low codability; but the effect of using gestures was greater for materials of low codability. Improvement in performance when gestures were allowed was greater for materials of low codability. Improvement in performance when gestures were allowed was greater for the Italians than for the English for both levels of codability. An analysis of the recorded verbal utterances has shown that the detriment in communication accuracy with the elimination of gestures cannot be attributed to disruption of speech performance; rather, changes in speech content occur, indicating an increased reliance on verbal means of conveying spatial information. It is concluded, nevertheless, that gestures convey this kind of semantic information more accurately, and evidence is provided for the gestures of the Italians communicating this information more effectively than those of the English. (French summary) (16 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Included;Included;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445554;pi442;Expressive movements;Preyer W ;Book Chapter;As every gesture is wont to appear in association with the expression of countenance appropriate to it, when it has a language value, it seems advisable to treat together expressions and gestures which together form pantomime, and to separate the purely expressive muscular movements of the infant from its other movements, in our attempt to trace their origin. Of the expressive movements of the child I have especially considered, as to their origin, smiling and laughing, pouting and kissing, crying and wrinkling of the forehead, shaking the head and nodding, shrugging the shoulders, and begging with the hands, as well as pointing. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445673;pi444;Overt symbolic behavior: I Gesture;"LaPiere R T; Farnsworth P R ";Book Chapter;"In this chapter the authors discuss the overt symbolic behavior of gesture. Topics include the functions of gesture; subtleties of gestural language; gestures and modern life; the social origin of gestural symbols; the lack of natural gestures; differences in gesture languages; the acquisition of gestural behavior; self-expression through gestures; limitations of gestures; and gestures of pain, discomfort, and pleasure. (PsycINFO Database Record (c) 2019 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445129;pi445;The sign language of deafmutes;Banerjee H C ;Journal Article;In three schools for deaf-mutes in Bengal, it was found that there had been developed very elaborate gesture languages. Some of the gestures had the same meaning from school to school, but most of them were of purely local significance. The languages were chiefly composed of symbols representative of some aspect or feature of the objects and events of their common experience, although in many cases the origin has been obscured by extension of meaning. Reveries and dreams sometimes have this gesture accompaniment, but it cannot be stated definitely whether or not the deaf-mutes think in these terms. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Neuro-atypical subjects;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445412;pi447;Questions pr�alables � une recherche psychanalytique sur le trait;Tisseron S;Journal Article;Considers early-childhood trace-drawings as manifestations of the infantile psyche on its way to separating from the maternal psyche. The infant's psychic evolution toward an ability to make a 'graphic gesture' begins at approximately 18 mo. The complex kinesthetic actions involved in these early graphic manifestations coincide with the infant's first locomotor attempts, rudimentary language use, and sphincter-muscle control. The infant realizes its separateness from its mother's body and unconsciously perceives its tracings on paper as traces left by the mother's moving away from her child. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Not in english;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445347;pi448;The evolution of human communicative behavior;Dingwall W O;Book Chapter;evolutionary framework / behavioral homology  behavioral systems / communicative behavior / naturalistic and experimental studies of general complex behavior of the great apes / in non-human primates / brain damage and gestural abilities  peripheral structures / vocal tract / ear / neurological feature detectors  central control and processing systems (the central nervous system) (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445077;pi449;Language;Lubbock J;Book Chapter;"This chapter discusses the use of language in savage races. Topics covered in this chapter include, but are not limited to: gesture language; origin of language; root-words; onomatopoeia; nicknames; slang terms; savage languages; numerals; arithmetic; and the origins of the decimal system (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445218;pi450;On the origin of concepts and roots;Muller F M;Book Chapter;"The point at which we have now arrived is this: Taking language such as we find it and dissolving it into its constituent elements we can show that both dictionary and grammar are made up of nothing but--1. Predicative Roots, definite in sound, and expressive of general concepts; 2. Demonstrative Elements, likewise definite in sound, but not conceptual in meaning. Leaving the demonstrative elements as unexplained, except as possible remnants of an early gesture language in which objects are simply pointed at, but not conceived or described, we now turn to the most important of all questions, viz. How did Concepts arise, those very concepts which are expressed by our predicative roots? The question of the origin of concepts, or of the origin of true relation between the singular and the general, is the cardinal question of all philosophy. Feuerbach does not exaggerate when he writes, 'The question as to the relation of the species to the individual is the most important and at the same time the most difficult question of human knowledge and philosophy.' Let us also remember that in analyzing language we found that its constituent elements were predicative and demonstrative roots. This is a fact, not an hypothesis, and it shows us that all words, so far from being, as Berkeley supposed, the means of forming general ideas, presuppose their existence in the shape of roots. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445140;pi451;Learning Theory and Language Learning: The Problem of 'Imitation';Mowrer O H;Book Chapter;"The phenomenon of mediation provides a bridge or tradition from relatively simple principles that govern animal behavior to the more elaborate 'intellectual' or 'symbolic' processes found in humans. Language and learning have a curiously interactive, or reciprocal, relationship: language is itself learned; but, once learned, it then importantly facilitates and guides further learning. These two aspects of the relationship seem to be sufficiently important and sufficiently different to warrant separate chapters, the present one being devoted to language learning and the following one to learning through language. The systematic analysis of language learning, we shall find, generates a surprisingly satisfactory conception of imitative behavior in general, and one that articulates easily and meaningfully with the concept of 'habit' as it emerges in revised two-factor learning theory. After describing the understanding and use of words, the author turns to word learning and other instances of habit formation. The 'Autism' theory of word learning is restated and extended, then applied clinically. The author outlines the origin of language, with special reference to gesturing, comparing the Bow-Wow (onomatopoetic) theory and the Autism theory of learning. The importance of imitation in language learning is described among many earlier theorists, as is the idea of imitation and 'speech' in the chimpanzee. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445259;pi452;Le suicide: essai d'�tude psychanalytique;Courchet J L ;Journal Article;Apparently, suicide is a rapturous gesture, stemming from oral regression which results from genetic or constitutional weaknesses, and involves the loss of a love-object. The trend originates early, when oscillations of excitation-inhibition fail to become integrated during the process of language formation. Furthermore, in some cases, these excitable impulses substitute for language. Therefore, a linguistic attack appears promising. Moreover, during psychoanalysis, therapy is enhanced by the communion between the unconscious of patient and analyst. 4 case studies. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Not in english;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445677;pi453;Novoe uchenie o yazyke i dialekticheskiy materializm;Deborin A M ;Journal Article;Marr's new theory of language and thinking is in complete agreement with dialectic materialism. Language developed from gestures. Sign language originated as a woman's language in matriarchal civilizations and depended on the role of the hand as a primitive tool. Language and thinking were one, but gradually the tool became cause and the product effect, so that language became a form of thinking and thinking the content of language. General and abstract ideas first occurred when sound-language developed and artificial tools were used. The polysemantic word gradually is split into two which express opposite ideas (in Armenian the same word is used for soul as for body). In the age of primitive communism the synthetic structure of language develops, and later, with the differentiation of labor and the beginning of occupational grouping, occur the development of sentences, changes of meaning, etc. Class distinction and technical division of labor occur simultaneously with inflection in language. (PsycINFO Database Record (c) 2016 APA, all rights reserved);Excluded;NA;Not in english;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445061;pi454;The social psychology of George Mead;Faris E ;Journal Article;"Mead considered that the data for solving the problems of social psychology are to be found in the conduct and experience of men rather than in the behavior of lower animals or in the facts of physiology. The ongoing social process was his starting point, and man was assumed to be a part of nature, entirely and without residue. In the analysis of conscious reflective action he found use for all the psychological concepts. The social nature of man was assumed, and the self is shown to have its origin in communication, which leads in man to self-stimulation and self-response and the taking of the role of the other. Personality is a role in a social situation. Every self is in a social context. Auditory gestures are of first importance in self-stimulation; and when one becomes his own object, he achieves selfhood. The conception of the self is therefore dependent on the defining responses of others, which responses are abstracted into a 'generalized other.' Significant symbols, used with a consciousness of their meaning, occur only in man. Besides numerous original concepts which Mead proposed, he also gave new definition to many already familiar notions, such as imagination, perception, and attention, by relating them to action, either as phases of the act or as determined by it. In his doctrine of 'the I and the me,' he found for himself an escape from a mechanistic view of human nature and a fresh defense of responsibility and freedom. (PsycINFO Database Record (c) 2018 APA, all rights reserved)";Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445192;pi455;The origins of thought in the child;Wallon H;Journal Article;"Contrasts the intellectual inertia of the child and his susceptibility to external and internal distractions with the configuration-forming capacity of adult thought. The aspects of intellectual development considered include the elementary structure of the child's thought; the contradictory sources of information derived from his direct personal experience and from social experience (through language and tradition); the significance of gestures; imitation; intellectual and verbal techniques as the origins of mental representation; the progressive differentiation and identification process as a function of the acquisition of the concept of the 'same' and its diverse meanings; and finally, the problem of the child's inability to dissociate subjective from objective reality. (PsycINFO Database Record (c) 2016 APA, all rights reserved)";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
